"Sample_name","Population","Selection","Criollo","Nacional","Amelonado","Purús","Marañon","Curaray","Contamana","Guiana","Iquitos","Nanay"
"185_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"186_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"187_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"189_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"194_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"203_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"204_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"209_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"210_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"211_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"214_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"229_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"231_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"234_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"235_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"236_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"237_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"243_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"244_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,4e-04,3e-04,3e-04,3e-04,3e-04
"254_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"256_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"259_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"260_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"261_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"262_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"264_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"266_CRO","Reference","Reference",0.9971,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"268_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"269_CRO","Reference","Reference",0.9971,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"176_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"177_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"180_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"190_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"191_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"192_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"193_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"195_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"196_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"199_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"201_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"202_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"205_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"206_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"215_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"216_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"217_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"218_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"220_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"221_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"224_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"225_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"226_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"227_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"228_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"230_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"239_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"240_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"241_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"242_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"245_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"246_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"249_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"250_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"251_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"252_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"253_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"255_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"265_CRO","Reference","Reference",0.997,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"267_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"270_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"271_CRO","Reference","Reference",0.997,3e-04,2e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"173_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"175_CRO","Reference","Reference",0.9969,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"182_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"183_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"188_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"197_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"198_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"200_CRO","Reference","Reference",0.9969,3e-04,3e-04,4e-04,3e-04,5e-04,3e-04,3e-04,3e-04,3e-04
"208_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"213_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"222_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"232_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"233_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"247_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"248_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"257_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"258_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"263_CRO","Reference","Reference",0.9969,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"207_CRO","Reference","Reference",0.9968,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"223_CRO","Reference","Reference",0.9968,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"238_CRO","Reference","Reference",0.9968,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"272_CRO","Reference","Reference",0.9968,3e-04,2e-04,4e-04,3e-04,6e-04,4e-04,3e-04,3e-04,3e-04
"280_CUR","Reference","Reference",6e-04,7e-04,3e-04,6e-04,5e-04,0.9948,9e-04,5e-04,5e-04,4e-04
"330_CUR","Reference","Reference",6e-04,7e-04,3e-04,7e-04,5e-04,0.9948,9e-04,5e-04,5e-04,4e-04
"305_CUR","Reference","Reference",6e-04,8e-04,3e-04,6e-04,5e-04,0.9947,9e-04,6e-04,5e-04,4e-04
"348_CUR","Reference","Reference",9e-04,0.001,3e-04,5e-04,5e-04,0.9947,7e-04,6e-04,4e-04,5e-04
"355_CUR","Reference","Reference",7e-04,7e-04,3e-04,7e-04,6e-04,0.9947,9e-04,5e-04,5e-04,4e-04
"298_CUR","Reference","Reference",9e-04,0.0011,3e-04,5e-04,5e-04,0.9946,6e-04,5e-04,5e-04,5e-04
"337_CUR","Reference","Reference",9e-04,0.001,3e-04,7e-04,4e-04,0.9946,7e-04,5e-04,5e-04,4e-04
"273_CUR","Reference","Reference",9e-04,0.0011,4e-04,5e-04,5e-04,0.9945,7e-04,5e-04,5e-04,5e-04
"287_CUR","Reference","Reference",8e-04,0.001,3e-04,7e-04,4e-04,0.9945,8e-04,5e-04,5e-04,4e-04
"312_CUR","Reference","Reference",9e-04,0.001,3e-04,7e-04,4e-04,0.9945,8e-04,5e-04,5e-04,4e-04
"323_CUR","Reference","Reference",9e-04,0.0011,3e-04,5e-04,5e-04,0.9945,6e-04,5e-04,5e-04,5e-04
"362_CUR","Reference","Reference",9e-04,0.001,3e-04,7e-04,5e-04,0.9944,8e-04,5e-04,5e-04,4e-04
"274_CUR","Reference","Reference",8e-04,0.0015,3e-04,4e-04,5e-04,0.9943,8e-04,5e-04,5e-04,5e-04
"299_CUR","Reference","Reference",8e-04,0.0016,3e-04,4e-04,5e-04,0.9943,7e-04,5e-04,5e-04,5e-04
"324_CUR","Reference","Reference",8e-04,0.0015,3e-04,4e-04,5e-04,0.9943,8e-04,5e-04,4e-04,5e-04
"349_CUR","Reference","Reference",8e-04,0.0015,3e-04,4e-04,5e-04,0.9943,7e-04,5e-04,4e-04,4e-04
"350_CUR","Reference","Reference",0.001,0.0012,4e-04,6e-04,6e-04,0.9938,8e-04,6e-04,5e-04,6e-04
"275_CUR","Reference","Reference",0.0011,0.0011,4e-04,6e-04,6e-04,0.9937,8e-04,6e-04,5e-04,6e-04
"300_CUR","Reference","Reference",0.001,0.0012,4e-04,6e-04,6e-04,0.9937,7e-04,6e-04,5e-04,6e-04
"325_CUR","Reference","Reference",0.001,0.0012,4e-04,6e-04,6e-04,0.9937,7e-04,6e-04,5e-04,6e-04
"315_CUR","Reference","Reference",7e-04,0.0021,4e-04,7e-04,6e-04,0.9931,0.001,5e-04,5e-04,5e-04
"365_CUR","Reference","Reference",7e-04,0.002,4e-04,7e-04,6e-04,0.9931,0.001,6e-04,5e-04,4e-04
"290_CUR","Reference","Reference",7e-04,0.002,4e-04,8e-04,6e-04,0.993,0.0011,6e-04,5e-04,5e-04
"340_CUR","Reference","Reference",7e-04,0.0021,4e-04,7e-04,6e-04,0.993,0.001,6e-04,5e-04,4e-04
"289_CUR","Reference","Reference",0.001,0.0027,6e-04,0.0015,9e-04,0.9899,9e-04,0.0012,5e-04,7e-04
"285_CUR","Reference","Reference",0.0017,0.001,5e-04,0.0019,9e-04,0.9898,0.0016,8e-04,8e-04,0.001
"310_CUR","Reference","Reference",0.0017,0.001,5e-04,0.0019,9e-04,0.9898,0.0016,9e-04,8e-04,9e-04
"360_CUR","Reference","Reference",0.0017,0.001,5e-04,0.0019,9e-04,0.9898,0.0015,9e-04,8e-04,9e-04
"339_CUR","Reference","Reference",0.001,0.0028,6e-04,0.0016,0.001,0.9897,9e-04,0.0012,5e-04,7e-04
"314_CUR","Reference","Reference",0.0011,0.0029,6e-04,0.0016,0.001,0.9896,9e-04,0.0013,5e-04,7e-04
"335_CUR","Reference","Reference",0.0017,0.0011,5e-04,0.0019,9e-04,0.9896,0.0016,9e-04,8e-04,0.001
"364_CUR","Reference","Reference",0.001,0.003,6e-04,0.0014,0.001,0.9896,9e-04,0.0013,5e-04,7e-04
"284_CUR","Reference","Reference",0.0013,0.0033,4e-04,0.0014,5e-04,0.9895,0.0018,7e-04,8e-04,5e-04
"358_CUR","Reference","Reference",0.0012,0.0015,5e-04,0.0017,0.0011,0.9895,0.0015,0.0014,0.001,7e-04
"308_CUR","Reference","Reference",0.0012,0.0015,5e-04,0.0018,0.0011,0.9894,0.0016,0.0014,9e-04,7e-04
"283_CUR","Reference","Reference",0.0011,0.0016,5e-04,0.0019,0.0011,0.9893,0.0015,0.0014,0.001,7e-04
"309_CUR","Reference","Reference",0.0014,0.0033,4e-04,0.0014,5e-04,0.9893,0.0018,7e-04,7e-04,5e-04
"333_CUR","Reference","Reference",0.0011,0.0017,5e-04,0.0018,0.0011,0.9893,0.0016,0.0014,9e-04,7e-04
"359_CUR","Reference","Reference",0.0013,0.0034,4e-04,0.0014,5e-04,0.9893,0.0018,7e-04,7e-04,5e-04
"334_CUR","Reference","Reference",0.0013,0.0035,3e-04,0.0014,5e-04,0.9891,0.0018,7e-04,7e-04,5e-04
"292_CUR","Reference","Reference",6e-04,0.0036,5e-04,6e-04,7e-04,0.9888,0.0032,9e-04,7e-04,5e-04
"342_CUR","Reference","Reference",7e-04,0.0036,5e-04,6e-04,7e-04,0.9888,0.0031,9e-04,7e-04,5e-04
"317_CUR","Reference","Reference",6e-04,0.0038,4e-04,6e-04,7e-04,0.9887,0.0032,9e-04,7e-04,5e-04
"320_CUR","Reference","Reference",7e-04,0.0037,5e-04,6e-04,7e-04,0.9887,0.0032,9e-04,7e-04,5e-04
"370_CUR","Reference","Reference",6e-04,0.0039,5e-04,6e-04,7e-04,0.9887,0.003,9e-04,7e-04,5e-04
"295_CUR","Reference","Reference",7e-04,0.0038,5e-04,6e-04,7e-04,0.9886,0.0032,8e-04,7e-04,5e-04
"345_CUR","Reference","Reference",6e-04,0.0041,5e-04,6e-04,7e-04,0.9885,0.0031,9e-04,7e-04,5e-04
"367_CUR","Reference","Reference",6e-04,0.0042,5e-04,6e-04,6e-04,0.9883,0.0032,8e-04,7e-04,5e-04
"296_CUR","Reference","Reference",0.0015,8e-04,0.0022,0.0011,0.0023,0.9861,0.0024,7e-04,0.0019,0.001
"321_CUR","Reference","Reference",0.0014,9e-04,0.0024,0.001,0.0022,0.986,0.0025,8e-04,0.0019,9e-04
"343_CUR","Reference","Reference",0.0014,8e-04,0.0022,0.001,0.0023,0.986,0.0027,8e-04,0.0018,9e-04
"346_CUR","Reference","Reference",0.0015,8e-04,0.0022,0.0011,0.0023,0.986,0.0026,7e-04,0.0018,9e-04
"371_CUR","Reference","Reference",0.0014,8e-04,0.0022,0.0011,0.0023,0.986,0.0027,7e-04,0.0018,9e-04
"318_CUR","Reference","Reference",0.0015,8e-04,0.0023,0.0011,0.0023,0.9859,0.0026,7e-04,0.0019,9e-04
"368_CUR","Reference","Reference",0.0014,8e-04,0.0023,0.001,0.0024,0.9859,0.0027,7e-04,0.0018,9e-04
"293_CUR","Reference","Reference",0.0014,8e-04,0.0023,0.0011,0.0024,0.9858,0.0027,7e-04,0.0018,9e-04
"286_CUR","Reference","Reference",6e-04,0.0069,4e-04,7e-04,9e-04,0.9856,0.0026,0.001,7e-04,5e-04
"336_CUR","Reference","Reference",6e-04,0.0071,4e-04,7e-04,9e-04,0.9856,0.0024,0.001,8e-04,5e-04
"361_CUR","Reference","Reference",7e-04,0.0071,3e-04,7e-04,0.001,0.9855,0.0026,0.001,7e-04,5e-04
"311_CUR","Reference","Reference",6e-04,0.0072,3e-04,7e-04,9e-04,0.9854,0.0026,0.001,8e-04,5e-04
"329_CUR","Reference","Reference",0.0025,0.0021,5e-04,0.0088,0.0013,0.9764,0.0027,0.0028,0.0021,8e-04
"354_CUR","Reference","Reference",0.0026,0.0021,5e-04,0.0086,0.0012,0.9762,0.0027,0.0029,0.0022,9e-04
"279_CUR","Reference","Reference",0.0025,0.0021,5e-04,0.0092,0.0012,0.9757,0.0029,0.0028,0.0023,8e-04
"304_CUR","Reference","Reference",0.0025,0.0021,5e-04,0.0092,0.0013,0.9757,0.0027,0.0028,0.0022,8e-04
"307_CUR","Reference","Reference",0.0178,9e-04,3e-04,0.0049,5e-04,0.9724,0.0015,7e-04,5e-04,4e-04
"357_CUR","Reference","Reference",0.0176,9e-04,3e-04,0.005,5e-04,0.9723,0.0016,7e-04,5e-04,4e-04
"332_CUR","Reference","Reference",0.0183,9e-04,3e-04,0.0048,5e-04,0.9719,0.0016,7e-04,5e-04,4e-04
"282_CUR","Reference","Reference",0.0191,9e-04,3e-04,0.0047,5e-04,0.9712,0.0016,7e-04,5e-04,4e-04
"327_CUR","Reference","Reference",0.0094,0.0183,0.0023,0.0262,0.0015,0.9269,0.0094,0.0011,0.0016,0.0032
"301_CUR","Reference","Reference",0.0093,0.0194,0.0023,0.0261,0.0014,0.9267,0.009,0.0012,0.0014,0.0032
"302_CUR","Reference","Reference",0.0095,0.0186,0.0023,0.0255,0.0015,0.9266,0.0101,0.0012,0.0015,0.0032
"351_CUR","Reference","Reference",0.0091,0.0194,0.0022,0.0257,0.0015,0.9262,0.01,0.0012,0.0016,0.0031
"326_CUR","Reference","Reference",0.0092,0.0194,0.0024,0.0266,0.0014,0.9256,0.0096,0.0012,0.0015,0.0033
"276_CUR","Reference","Reference",0.0089,0.0194,0.0023,0.0267,0.0014,0.9255,0.0097,0.0012,0.0014,0.0034
"352_CUR","Reference","Reference",0.009,0.0202,0.0023,0.0261,0.0015,0.9255,0.0097,0.0011,0.0015,0.0032
"277_CUR","Reference","Reference",0.0091,0.0204,0.0023,0.0256,0.0015,0.9253,0.0099,0.0012,0.0016,0.0031
"316_CUR","Reference","Reference",9e-04,0.0524,5e-04,9e-04,8e-04,0.9144,0.0285,6e-04,5e-04,5e-04
"291_CUR","Reference","Reference",9e-04,0.0532,5e-04,9e-04,8e-04,0.9143,0.0278,6e-04,5e-04,5e-04
"366_CUR","Reference","Reference",0.001,0.0526,5e-04,8e-04,8e-04,0.9142,0.0285,7e-04,5e-04,5e-04
"341_CUR","Reference","Reference",9e-04,0.0542,5e-04,9e-04,8e-04,0.9126,0.0285,6e-04,5e-04,5e-04
"331_CUR","Reference","Reference",0.0011,0.0707,0.001,0.0017,0.0014,0.9086,0.0116,0.0015,0.0015,9e-04
"281_CUR","Reference","Reference",0.0011,0.0722,9e-04,0.0018,0.0013,0.9073,0.0114,0.0016,0.0014,9e-04
"356_CUR","Reference","Reference",0.0012,0.0719,0.001,0.0018,0.0013,0.9071,0.012,0.0015,0.0014,9e-04
"306_CUR","Reference","Reference",0.0011,0.0766,9e-04,0.0017,0.0014,0.9027,0.0116,0.0015,0.0015,9e-04
"303_CUR","Reference","Reference",0.0615,0.0153,7e-04,0.0112,0.0015,0.9019,0.0024,0.0021,0.0019,0.0016
"353_CUR","Reference","Reference",0.0623,0.015,6e-04,0.011,0.0015,0.9014,0.0025,0.0022,0.002,0.0015
"328_CUR","Reference","Reference",0.0643,0.0139,7e-04,0.011,0.0016,0.9007,0.0023,0.0021,0.0019,0.0015
"278_CUR","Reference","Reference",0.0638,0.0145,7e-04,0.0111,0.0015,0.9003,0.0024,0.002,0.0021,0.0016
"313_CUR","Reference","Reference",0.0015,0.0439,5e-04,0.0018,0.0014,0.8052,0.1413,0.003,9e-04,5e-04
"338_CUR","Reference","Reference",0.0015,0.0435,5e-04,0.0017,0.0015,0.8049,0.1417,0.0032,0.001,5e-04
"288_CUR","Reference","Reference",0.0015,0.0459,5e-04,0.0017,0.0015,0.8039,0.1406,0.003,9e-04,5e-04
"363_CUR","Reference","Reference",0.0016,0.0442,5e-04,0.0017,0.0014,0.8031,0.1433,0.0029,9e-04,5e-04
"344_CUR","Reference","Reference",0.0012,0.235,5e-04,0.005,0.001,0.742,0.0121,0.0011,0.0013,8e-04
"372_CUR","Reference","Reference",0.0012,0.2351,5e-04,0.0055,0.001,0.7417,0.0114,0.0012,0.0014,9e-04
"297_CUR","Reference","Reference",0.0013,0.2368,5e-04,0.0048,0.001,0.7413,0.0109,0.0012,0.0014,9e-04
"294_CUR","Reference","Reference",0.0012,0.2376,5e-04,0.0057,0.001,0.7411,0.0095,0.0012,0.0014,8e-04
"347_CUR","Reference","Reference",0.0013,0.237,5e-04,0.005,0.001,0.7408,0.0108,0.0012,0.0015,9e-04
"369_CUR","Reference","Reference",0.0013,0.2371,5e-04,0.0054,0.001,0.7408,0.0105,0.0012,0.0013,8e-04
"319_CUR","Reference","Reference",0.0012,0.2394,5e-04,0.0046,0.001,0.7404,0.0094,0.0012,0.0013,8e-04
"322_CUR","Reference","Reference",0.0013,0.239,5e-04,0.0055,0.001,0.7402,0.0091,0.0012,0.0014,8e-04
"392_GU","Reference","Reference",3e-04,4e-04,4e-04,4e-04,6e-04,4e-04,4e-04,0.9962,4e-04,5e-04
"440_GU","Reference","Reference",3e-04,4e-04,4e-04,4e-04,6e-04,3e-04,4e-04,0.9962,4e-04,4e-04
"464_GU","Reference","Reference",3e-04,4e-04,4e-04,4e-04,6e-04,4e-04,4e-04,0.9962,4e-04,5e-04
"416_GU","Reference","Reference",3e-04,4e-04,4e-04,4e-04,6e-04,4e-04,4e-04,0.9961,4e-04,5e-04
"388_GU","Reference","Reference",3e-04,4e-04,4e-04,5e-04,6e-04,3e-04,4e-04,0.996,5e-04,5e-04
"412_GU","Reference","Reference",3e-04,4e-04,4e-04,4e-04,7e-04,3e-04,4e-04,0.996,5e-04,5e-04
"460_GU","Reference","Reference",3e-04,4e-04,4e-04,4e-04,7e-04,3e-04,3e-04,0.996,5e-04,5e-04
"436_GU","Reference","Reference",3e-04,4e-04,4e-04,4e-04,7e-04,3e-04,4e-04,0.9959,5e-04,5e-04
"374_GU","Reference","Reference",4e-04,4e-04,4e-04,5e-04,7e-04,4e-04,4e-04,0.9958,5e-04,5e-04
"375_GU","Reference","Reference",3e-04,4e-04,5e-04,5e-04,7e-04,4e-04,4e-04,0.9958,6e-04,5e-04
"398_GU","Reference","Reference",4e-04,4e-04,4e-04,5e-04,7e-04,4e-04,4e-04,0.9958,4e-04,5e-04
"399_GU","Reference","Reference",3e-04,4e-04,5e-04,5e-04,7e-04,4e-04,4e-04,0.9958,6e-04,5e-04
"422_GU","Reference","Reference",4e-04,4e-04,4e-04,5e-04,8e-04,4e-04,4e-04,0.9958,4e-04,5e-04
"385_GU","Reference","Reference",4e-04,4e-04,4e-04,5e-04,8e-04,4e-04,5e-04,0.9957,4e-04,5e-04
"386_GU","Reference","Reference",3e-04,5e-04,4e-04,5e-04,7e-04,4e-04,4e-04,0.9957,5e-04,5e-04
"409_GU","Reference","Reference",4e-04,5e-04,4e-04,5e-04,8e-04,4e-04,5e-04,0.9957,4e-04,5e-04
"410_GU","Reference","Reference",3e-04,5e-04,4e-04,5e-04,7e-04,4e-04,4e-04,0.9957,5e-04,5e-04
"423_GU","Reference","Reference",3e-04,4e-04,5e-04,5e-04,8e-04,4e-04,4e-04,0.9957,6e-04,5e-04
"433_GU","Reference","Reference",4e-04,5e-04,4e-04,5e-04,8e-04,4e-04,5e-04,0.9957,4e-04,5e-04
"434_GU","Reference","Reference",3e-04,5e-04,4e-04,5e-04,7e-04,4e-04,4e-04,0.9957,5e-04,5e-04
"446_GU","Reference","Reference",4e-04,4e-04,4e-04,5e-04,8e-04,4e-04,4e-04,0.9957,5e-04,5e-04
"447_GU","Reference","Reference",3e-04,4e-04,5e-04,5e-04,7e-04,4e-04,4e-04,0.9957,6e-04,5e-04
"457_GU","Reference","Reference",4e-04,4e-04,4e-04,5e-04,8e-04,4e-04,4e-04,0.9957,4e-04,5e-04
